"2016-12-22 08:47:15""2016-12-22 08:48:38""2016-12-22 08:48:43""2016-12-22 08:48:45""2016-12-22 08:48:45""2016-12-22 08:48:45""2016-12-22 08:48:45""2016-12-22 08:48:46""2017-01-05 10:30:44\/index\/login\n""2017-01-05 10:30:44\/Storage\/PicVerificationCode\n"2017-01-05 10:31:29"\/index\/login"
2017-01-05 10:31:29"\/Storage\/PicVerificationCode"
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:10:05] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:10:59] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
[2017-01-22 10:10:59] Array
(
    [columns] => *
    [conditions] => Array
        (
            [account] => admin
        )

)

Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:11:26] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
[2017-01-22 10:11:26] *
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:11:45] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:12:22] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:12:38] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
[2017-01-22 10:12:38] where 
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:12:48] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
[2017-01-22 10:12:48] Array
(
    [account] => admin
)

Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:13:08] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:13:27] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:14:00] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
[2017-01-22 10:14:00] where 
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
